序号,题干
5244,已知线段a，画一条线段AB=a的步骤是_____，即AB就是所要画的线段．
5248,先化简，再求值：__img9790.jpg，其中__img9791.jpg.
5251,计算：__img9795.jpg
5252,解关于x的不等式x2-2x+1-a2≥0.
5256,（2019年1月通州八上期末）等腰三角形的一腰长为3，底边长为4，那么它底边上的高为_____．   
5257,在平面内，若直线a∥b，a⊥c，则直线b与c的位置关系为_____.
5259,如图已知四个村庄A、B、C、D。现要在这四个村围成的四边形内建一个抽水站，使得到各村铺设的供水管道总长最省，请你设计出建站地点，并说明理由。__img9805.jpg
5261,淘气经常随父母到永旺商城去购物。永旺商城里有个梦幻儿童乐园，淘气每次都很想去玩儿。爸爸说：你可以用你1600元的压岁钱去玩。__img9809.jpg①淘气估计自己每年大约可以来永旺商城梦幻儿童乐园14次，你认为淘气怎么购买门票最省钱？先写出购买的方案，再写出你的理由。②淘气的好朋友明明也想经常来梦幻儿童乐园游玩，如果你是淘气，你会给  明明怎样的购买门票的建议？
5265,（2018福州七下期末）已知方程5x－y=7，用含x的代数式表示y，y=_____．
5266,如图，将长和宽分别是a，b的长方形纸片的四个角都剪去一个边长为x的正方形．用含a，b，x的代数式表示纸片剩余部分的面积为_____.__img9813.jpg 
5269,下面是某校的一块长方形的空地，要在这块空地里建一个最大的圆形花坛，它与长方形组合后有两条对称轴。请你按要求画出图形。（4分）__img9816.jpg
5272,学校团委组织65名新团员为学校建花坛搬砖，女同学每人每次搬6块，男同学每人每次搬8块，各搬了4次，共搬了1800块，问这些新团员中有多少名男同学？
5273,请写出一个解为__img9820.jpg的二元一次方程组_______
5274,比较大小：__img9821.jpg.
5275,一元一次方程3x-2=7的解有______个，该方程的解是______.
5277,某学校师生共4800人，学生占总人数的78%，教师占总人数的18%，则学生有____人，教师有_____人，其他人数为_____，选择_____统计图能清晰地反映各个部分的具体人数．
5278,下列方程中，是二元一次方程的有_______img9823.jpg
5282,料：在数学课上，老师提出如下问题：__img9827.jpg 小霞的作法如下：__img9828.jpg老师说：“小霞的作法正确．”请回答：小霞的作图依据是_____．知识点：
5283,（2017福建中考）计算|﹣2|﹣30=_____．
5289,已知代数式x-2y的值是-1，则代数式3-x+2y的值是_____．
5290,小明：“在菱形ABCD中，△ABC一定为等边三角形。你认为他说的对吗，如果不对请举出例子．
5292,“比x的2倍小7的数”用式子表示为_____．
5293,在一组数据3，4，4，5，7，9，10中，5是这组数据的_____，这组数据的中位数是_____
5294,数学王老师总喜欢在课前和同学们进行一些互动小游戏，有一节课要学习分式的性质.在课前王老师和同学们进行了如下互动：王老师在黑板上写了一个分式__img9837.jpg，同学们任意说出一个让分式有意义的的值，王老师都能马上说出分式相应的值.你能用学过的知识分析王老师的快算方法吗？
5296,计算：__img9839.jpg
5297,（2018福州七下期末）A(4，－3)到x轴的距离为 _____．
5299,主观题 如图，证明△ABC的内角和为180°.  __img9841.jpg
5300,“比x的2倍小7的数”用式子表示为_____．
5301,小明在学习二次根式以后发现，一些含根号的式子可以写成一个另一个式子的平方。例如：__img9842.jpg；又如：__img9843.jpg.参考以上方法，将__img9844.jpg写成完全平方式的形式.
5304,y=1是方程__img9847.jpg的解，则关于x的方程m(x+4)=2(mx+3)的解是______.
5305,已知线段AB长为10，在线段AB所在的直线上取一点C，使AC:BC=3:2.求AC和BC的长.
5307,如图，已知∠A1OA11是一个平角，∠A3OA2-∠A2OA1=∠A4OA3-∠A3OA2=∠A5OA4-∠A4OA3=…=∠A11OA10-∠A10OA9=2°，则∠A10OA11的度数为_____°__img9849.jpg
5308,若三个球的表面积之比是1∶2∶3，则它们的体积之比是_____________．
5309,作△ABC关于直线l对称的图形．__img9850.jpg
5311,如右图，在⊙O中，直径CD垂直于弦AB，若∠C＝25°，则∠BOD的度数是_______________.__img9852.jpg
5312,计算__img9853.jpg
5314,把平面上一切单位向量归结到共同的始点，那么这些向量的终点所构成的图形是___________。
5316,如图，正方形ODBC中，OC=1，OA=OB，则数轴上点A表示的数是_____.__img9860.jpg
5317,股民李星星在上周星期五以每股11.2元买了一批股票，下表为本周星期一到星期五该股票的涨跌情况，请问李星星本周内哪一天把股票抛出比较合算，为什么？__img9861.jpg
5318,若__img9862.jpg是方程mx+ny=3的两组解，则m+n=_____
5319,请将下图中的三角形按3：1缩小后画在方格纸上（4分）__img9863.jpg
5325,如图，学校内有个正六边形的花坛。学校需要在校内修一条小路，因空间所限，需要截掉六边形花坛的一个角。请问在截掉一个角后，花坛会变成_____边形。__img9871.jpg
5328,如图，建筑物的高CD为17.32米.在其楼顶C，测得旗杆底部B的俯角α为60°，旗杆顶部A的仰角β为20°，请你计算旗杆的高度.（__img9875.jpg，__img9876.jpg，__img9877.jpg，__img9878.jpg，结果精确到0.1米）__img9879.jpg 
5329,某商品的进价是500元，标价为750元，商店要求以利润不低于5%的售价打折出售，售货员最低可以打_____折出售此商品.
5332,如图，建筑物的高CD为17.32米.在其楼顶C，测得旗杆底部B的俯角α为60°，旗杆顶部A的仰角β为20°，请你计算旗杆的高度.（__img9882.jpg，__img9883.jpg，__img9884.jpg，__img9885.jpg，结果精确到0.1米）__img9886.jpg 
5333,一批货物要运往某地，货主准备租用汽车运输公司的甲、乙两种货车.已知过去两次租用两种货车的情况如下表：__img9887.jpg现租用该公司3辆甲种货车及5辆乙种货车刚好一次运完这批货.如果按每吨运费30元，问货主应支付运费多少元？
5336,若__img9890.jpg，则代数式__img9891.jpg的值为_____；
5337,现有长度分别为2cm，3cm，4cm，5cm的木棒，从中任取三根，能组成三角形的个数为_____．
5340,已知关于x、y的方程组__img9897.jpg和__img9898.jpg的解相同，则__img9899.jpg的值为_____
5341,（201901通州高二期末）已知数列{an}是等比数列，且a1+a3=4，a2+a4=8，则数列{an}的公比q等于
5344,为了解某一路口某一时段的汽车流量，小明同学10天中在同一时段统计通过该路口的汽车数量（单位：辆），将统计结果绘制成如下折线统计图：由此估计一个月（30天）该时段通过该路口的汽车数量超过200辆的天数共_____天.__img9902.jpg
5346,奶奶以4.5千米/时的速度在公园健步走。她走了0.8时后，步道显示距终点还有1.6千米。这条健步走步道有多长？
5348,如图①是长方形纸带，__img9906.jpg，将纸带沿EF折叠成图②，再沿BF折叠成图③，求图③中的∠CFE的度数.写出答案，并简述你的思路.__img9907.jpg
5350,在四边形ABCD中，AB∥CD。请你添加一个条件_____，使得四边形ABCD为平行四边形.
5352,已知a＜b，那么1/2-3a_____1/2-3b．（填“＞”、“＜”或“＝”）
5353,如图，∠AOB=45°，P是∠AOB内一点，PO=10，Q、R分别是OA、OB上的动点，则△PQR周长的最小值为_____.__img9910.jpg
5355,利用函数图象求方程x2－4x＋3＝0的解．
5356,已知__img9912.jpg是二元一次方程组__img9913.jpg的解，则m+3n=______
5357,河水的流速为2m/s，一艘小船想以垂直于河岸方向10m/s的速度驶向对岸，则小船的静水速度大小为________
5359,关于x的方程：__img9915.jpg的解为__img9916.jpg；__img9917.jpg的解为__img9918.jpg；__img9919.jpg的解为__img9920.jpg观察上述方程与解的特征，归纳猜想关于x的方程__img9921.jpg的解，并验证。
5360,某市的出租汽车起步价为10元（即行驶距离不超过5千米都需付10元车费），超过5千米后，每行驶1千米加收2.4元车费（不足1千米按1千米计），某周末小明与小亮准备从小亮家出发去博物馆参观，小亮爸爸说：“我没时间送你们去，你们就乘坐出租汽车去，回来我开车接你们”.小亮说：“我没带钱” . 小明说：“我有20元钱，支付车费用不完的”.问小明和小亮乘出租车去博物馆的路程最多是多少千米？
5361,方程__img9922.jpg是二元一次方程，则m＝_____n＝_____
5362,对于同一平面内的三条直线，给出下列五个结论：①a∥b，②b∥c，③a⊥b，④a∥c，⑤a⊥c，以其中的两个论断为条件，一个论断为结论，组成一个你认为正确的命题_____.
5363,A，B为海上的两个石油平台，相距10海里。因通讯设备故障，两个平台无法通过卫星与外界联系，只能借助附近船只上的无线电进行联络。恰好有一艘船C在附近，与A，B距离相等。A在C的北偏西30°，B在C的北偏东30°，则A与船C‎大题标题】﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽‎大题标题】﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽的距离是多少？  __img9923.jpg
5364,自由落体的公式为__img9924.jpg（s为自由落体下落距离，g为重力加速度，值为__img9925.jpg），若物体下落的高度为720m，则下落的时间是_____．
5367,y=1是关于y的方程2-3(m-y)=2y的解，则m = ______.     
5369,计算：-3+|-7|=_____．
5370,已知△ABC为等腰三角形，∠A=120°，则∠B为多少？小明思考的步骤如下：①因为△ABC为等腰三角形，可知AB=AC．②可知∠B=∠C=180°-∠A，③∠B=30°．你认为小明的思考中哪一个步骤有问题？
5371,二次函数__img9933.jpg的部分图象如图所示，由图象可知，不等式__img9934.jpg的解集为_____.__img9935.jpg 
5373,“比x 的2倍小7的数”用式子表示为 _____．
5374,已知线段AB=6，O是AB的中点，若点M在射线AB上，且BM=1，则线段OM的长度为_____．
5376,（2016九下广东中考）9的算术平方根是____________
5377,（2018福州七下期末）一个容量为80的样本，最大值是123，最小值是50，用频数分布直方图描述这一组数据，取组距为10，则可以分成_____组．
5378,学校团委组织65名新团员为学校建花坛搬砖，女同学每人每次搬6块，男同学每人每次搬8块，各搬了4次，共搬了1800块，问这些新团员中有多少名男同学？
5380,已知关于x的方程x2+（m﹣3）x+m=0有两个不相等正根，求m的取值范围．
5381,化简：__img9944.jpg
5382,某培训中心举办计算机和英语培训班，参加人数为90人，计算机考试合格的为50人，英语考试合格的为62人，两科考试都合格的为38人，求两科考试都不合格的人数。
5383,（2019年7月通州八下期末）解方程：x2+4x=5
5384,（2019福州八下期末）（8分）关于x的方程x2+（2k+1）x+k2﹣1＝0有两个不相等的实数根．求实数k的取值范围；若k为负整数，求此时方程的根．
5390,"如图，AB∥CD,OE平分∠BOC,OF⊥OE,OP⊥ CD, ∠ABO＝40° , 则下列结论 : ①∠BOE＝70° ; ②OF平分∠ BOD; ③∠POE＝∠ BOF; ④∠POB＝2∠DOF.其中正确结论有_____（填序号）__img9950.jpg"
5397,一种商品按成本价提高40%后标价，再打8折销售，售价为240元，设这件商品的成本价为x元，可列方程为______.
5399,计算：__img9960.jpg
5401,方程2-3(x+1)=0的解与关于x的方程__img9962.jpg的解互为倒数，则k的值是______.
5402,小邱认为，若ac=bc，则a=b.你认为小邱的观点正确吗？_____（填“是”或“否”），并写出你的理由：__________________________________________.
5403,直线L为△ABC的对称轴，交BC于点D，则AD为三角形的______线，______线，______线．  __img9963.jpg
5405,二次函数__img9965.jpg的部分图象如图所示，由图象可知，不等式__img9966.jpg的解集为_____.__img9967.jpg 
5406,如果__img9968.jpg是关于x的一元一次方程，那么a的值为______.
5408,（2018福州七下期末）要调查下面问题，适合做全面调查的是（ ）A调查某种奶粉的合格率        B调查全班同学“百米跑”的成绩C调查某工厂生产的日光灯的使用寿命 D调查全国初中学生的体重情况
5409,阅读下面材料：在数学课上，老师提出如下问题：__img9970.jpg  小丽设计的方案如下：__img9971.jpg 老师说：“小丽的画法正确.”请回答：小丽的画图依据是_____．
5410,解不等式组：__img9972.jpg，并求出它的整数解.
5411,已知x﹣2y=3，那么代数式3﹣2x+4y的值是______.
5413,甲、乙两地相距720km，一列快车和一列慢车都从甲地驶往乙地，慢车先行驶1小时后，快车才开始行驶.已知快车的速度是120km/h，慢车的速度是80km/h，快车到达乙地后，停留了20min，由于有新的任务，于是立即按原速返回甲地.在快车从甲地出发到回到甲地的整个过程中，与慢车相遇了两次，这两次相遇时间间隔是多少？
5414,（201907通州七下期末）小静带着100元钱去文具店购买日记本，到文具店她发现该文具店对日记本正在开展“满100减30”的促销活动.即购买日记本的费用达到或超过100元就可以少付30元.小静通过计算发现，在该店买6个日记本的费用比买5个日记本的费用低.请你计算一个日记本的价格可以是_____元.(设日记本的价格为正整数，请写出所有可能的结果)
5415,已知一次函数y＝kx＋b(k≠0)，当0≤x≤3时，－1≤y≤2，求此一次函数的表达式.
5418,为了响应学校保护环境的号召，某班环保小组成员收集废电池.第一天收集1号电池4节，5号电池5节，总重460克；第二天收集1号电池2节，5号电池3节，总重240克.试问每节1号电池和5号电池分别重多少克？
5423,解方程组__img9983.jpg
5427,如图，已知ABCDEF为正六边形，证明△ACE为等边三角形．  __img9987.jpg
5428,写出一个过点（1，－1），且当自变量__img9988.jpg时y随x的增大而增大的函数表达式___________________.
5433,如图，用8块完全相同的小长方形地砖拼成一个大长方形，则每个小长方形地砖的面积是_______img9993.jpg
5435,若关于x，y的方程组__img9996.jpg的解满足0<x-2y<1，则m的取值范围是_____     
5436,有关部门从甲、乙两个城市所有的自动售货机中分别随机抽取了16台，记录下3个月间各自的销售情况（单位：元）：甲：18，8，10，43，5，30，10，22，6，27，25，58，14，18，30，41乙：22，31，32，42，20，27，48，23，38，43，12，34，18，10，34，23小强用图1表示甲城市16台自动售货机的销售情况。请你仿照小强的方法在图2中将乙城市16台自动售货机的销售情况表示出来.__img9997.jpg图1__img9998.jpg   图2 
5439,请写出一个大于3而小于4的无理数：____________.
5440,正方体ABCD－A1B1C1D1 中，O是上底面ABCD的中心，若正方体的棱长为a，则三棱锥O－AB1D1的体积为_____________．
5442,计算：__img10002.jpg
5443,分解因式：__img10003.jpg_____
5444,一个三角形的三内角的度数比是3∶2∶1，那么这个三角形是_____三角形.
5449,已知代数式x-2y的值是-1，则代数式3-x+2y的值是_____．
5450,如图，M，N分别为直线OA，OB上的两点，请在图中找出点P，使点P到M，N的距离相同，到两条直线的距离也相同．（尺规作图，不写作法，但保留作图痕迹）__img10008.jpg
5452,已知__img10010.jpg，求__img10011.jpg的值.
5454,甲、乙、丙三个修路队共同修完一条公路。完成任务时，甲队长说：“我们完成了全部任务的一半。”乙队长说：“我们修了120米。”丙队长说：“我们承担了全长的30%。”请你算一算，这条公路有多长？
5455,解分式方程：__img10013.jpg
5456,在平行四边形ABCD内，AF=DF，AD=AE=EF，求∠C的度数．__img10014.jpg
5457,不等式x2+x-2<0的解集为_____. 
5458,（2019福州八下期末）抛物线y＝（x-2）2+3的顶点坐标是A（﹣2，3）  B（2，3）  C（﹣2，﹣3）    D（2，﹣3）
5460,小明学习了等式的性质以后，打算自己试着应用等式的性质解方程__img10016.jpg，这是他写的解题步骤：4(2x-1)=1-3(x+2)…………………①8x-4=1-3x-6…………………②8x+3x=1-6+4…………………③11x=-1…………………④__img10017.jpg…………………⑤请你判断小明所写的步骤错在第______步（填编号）.
5461,（2019福州八下期末）（8分）关于x的方程x2+（2k+1）x+k2﹣1＝0有两个不相等的实数根．求实数k的取值范围；若k为负整数，求此时方程的根．
5462,（2015广东中考）一个学习兴趣小组有4名女生，6名男生，现要从这10名学生中选出一人担任组长，则女生当选组长的概率是____________
5464,有一个正四棱台形状的油槽，可以装油190L，假如它的两底面边长分别等于60cm和40cm，求它的深度．
5469,按下列程序进行运算（如图）__img10026.jpg规定：程序运行到“判断结果是否大于244”为一次运算.若x=5，则运算进行_____次才停止；若运算进行了5次才停止，则x的取值范围是_____
5470,如图，△ABC有两条对称轴l1、l2，△ABC是等边三角形吗？为什么？__img10027.jpg
5471,如图，右面的平面图形绕直线l旋转一周，可以得到的立体图形是（）__img10028.jpg __img10029.jpg 
5472,已知三棱锥A-BCD的所有棱长都为√2，则该三棱锥的外接球的表面积为________.
5473,已知代数式x-2y的值是-1，则代数式3-x+2y的值是_____．
5477,方程2-3(x+1)=0的解与关于x的方程__img10033.jpg的解互为倒数，则k的值是______.
5478,我们在初中的数学学习中，很少见到二元二次方程组，例如：__img10034.jpg，但我们通过因式分解的知识，是可以尝试解决这种问题的。解方程的过程如下：__img10035.jpg，∴__img10036.jpg∴__img10037.jpg  __img10038.jpg∴__img10039.jpg  ∴__img10040.jpg  解得：__img10041.jpg根据以上范例，解方程组：__img10042.jpg  
5479,如图，△ABC内接于⊙O.  若⊙O的半径为6，∠B=60°，求AC的长．__img10043.jpg 
5481,小亮解方程组__img10045.jpg的解为__img10046.jpg，由于不小心，滴上了两滴墨水，刚好遮住了两个数●和★，请你帮他找回★这个数，★=_____
5482,如图，李师傅想用长为80米的栅栏，再借助教学楼的外墙围成一个矩形的活动区ABCD.已知教学楼外墙长50米，设矩形ABCD的边AB=x米，面积为S平方米.__img10047.jpg  ①请写出活动区面积S与x之间的关系式，并指出x的取值范围；②当AB为多少米时，活动区的面积最大？最大面积是多少？
5485,将长为1m的铁丝围成矩形，长为_____m，宽为_____m时面积最大．
5486,如图，在△ABC中，AB=AC，AD=4，BC=6，AD是BC边上的中线，点E、F、M、N是AD上的四点，则图中阴影部分的总面积是_____.__img10051.jpg
5489,股民李星星在上周星期五以每股11.2元买了一批股票，下表为本周星期一到星期五该股票的涨跌情况，请问李星星本周内哪一天把股票抛出比较合算，为什么？__img10054.jpg
5491,画一条数轴，在数轴上表示下列各数，并用“＜”连接：  __img10056.jpg
5492,已知点（x1，y1）、（x2，y2）在双曲线__img10057.jpg上，当x1＜x2＜0时，y1、y2的大小关系是___________________.（用“＜”连接）
5494,"已知f(x)是定义在R上的奇函数.当x>0时,f(x)=x2-4x,则不等式f(x)>x的解集用区间表示为_____. "
5495,现有一块长7dm、宽5dm的木板，能否采用如图的方式，在这块木板上截出两个分别是__img10062.jpg和__img10063.jpg的正方形木板?__img10064.jpg
5497,一个角的补角比这个角大40°，则这个角为___________°
5501,已知线段AB，延长线段AB到点C，使BC=2AB；反向延长AB到点D，使AD=AC，则线段CD=_____AB．
5503,在一条东西走向的马路上，有少年宫、学校、商场、医院四家公共场所.已知少年宫在学校西边300米处，商场在少年宫西边300米处，医院在商场东边100米处.如果将该公路近似看作一条直线，向东为正方向，1个单位长度表示100米.试在数轴上表示出这四个公共场所的位置，并使得其中两个公共场所所在的位置表示的数互为相反数.
5504,在-2/3，3.14，0.161616…，π/2中，分数有_____个.
5507,角度换算：45.6°=_____°_____′．
5508,观察下列各式，回答提出的问题：__img10074.jpg通过以上规律，写出__img10075.jpg=_____
5509,如图，AB、CD为某公路的的一部分，AB∥CD，∠BCD=115°.晚上，一辆汽车由在AB上行驶过度到BC上行驶时，汽车的灯光扫过了______度.__img10076.jpg
5510,下列4个说法中，正确的说法有______.①如果两个角相等且互补，那么这两个角都是直角；②对顶角相等；③两个角互为邻补角，则它们的角平分线互相垂直；④相等的两个角互为对顶角.
5511,如图，某地有两所大学和两条交叉的公路．图中点M，N表示大学，OA，OB表示公路，现计划修建一座物资仓库，希望仓库到两所大学的距离相同，到两条公路的距离也相同，你能确定出仓库P应该建在什么位置吗？请在图中标出仓库P的位置．（尺规作图，不写作法，但保留作图痕迹）__img10077.jpg
5512,当x_____时，__img10078.jpg．
5514,如图，用黑白两种颜色的纸片，按黑色纸片数逐渐增加1的规律拼成如图图案，则第4个图案中有_____个白色纸片，第n个图案中有_____个白色纸片.__img10080.jpg 
5517,某市初四体育测试分为日常考核和升学测试两部分，其中日常考核占40%，升学测试占60%，小刚日常考核为39分，升学测试为97分，那么小刚最后得分为_____，这种数据称为_____
5518,如图所示，将长方形纸片ABCD对折，MN为折痕.将点C折叠到MN上，其对应点为点P，折痕为BQ．连结QP，BP，则∠PBQ的度数为_____.__img10087.jpg
5523,使用简便方法计算：997×1003=_____
5525,如图，作一个角等于已知角，其尺规作图的原理是_____（填SAS，ASA，AAS，SSS）．__img10093.jpg
5528,某培训中心举办计算机和英语培训班，参加人数为90人，计算机考试合格的为50人，英语考试合格的为62人，两科考试都合格的为38人，求两科考试都不合格的人数。
5529,请你设计一个轴对称图形．__img10096.jpg
5530,⊙O的半径为1，其内接△ABC的边__img10097.jpg，则∠C的度数为_____.
5531,角度换算：45.6°=___________°___________′．
5533,已知2b-a=-3，求代数式2（b+2a-1）-（3a-4）-2a的值．
5534,如图，AC，AD是正六边形的两条对角线.在不添加任何其他线段的情况下，请写出两个关于图中角度的正确结论：①_____；②_____.__img10101.jpg 
5536,画一条数轴，在数轴上表示下列各数，并用“＜”连接：  __img10103.jpg
5537,已知a，b，c为△ABC的三个内角A，B，C的对边，向量m＝(√3，－1)，n＝(cosA，sinA)．若m⊥n，且acosB＋bcosA＝csinC，则角A，B的大小分别为_____.
5539,如图，DE平分∠CDA，BE平分∠ABC。试探究∠A、∠C、∠E之间的关系。__img10105.jpg
5542,"已知线段AB=m,且使关于x的方程mx+4=2（x+m）有无数个解.求线段AB的长."
5543,列方程解应用题：在端午节来临之际，某商店订购了A型和B型两种粽子，A型粽子28元/千克，B型粽子24元/千克.若B型粽子的数量比A型粽子的2倍少20千克，购进两种粽子共用了2560元，求两种型号粽子各有多少千克？  
5544,看到，你能想到生活中的哪些事？请写一个与这个方程相匹配的数学故事。
5545,如图，AD是△ABC的角平分线，如果△ABC的面积是24，且AC=14，AB=10，那么点D到AB的距离是_____
5549,一艘客轮逆水行驶，船上一名乘客掉了一件物品，浮在水面上，等乘客发现后，轮船立即掉头去追，已知轮船从掉头到追上共用5分钟，问乘客丢失了物品，是几分钟后发现的？
5553,如图，将△ABC纸片折叠，使点C落在三角形的内部，求证：∠ADC+∠BEC=2∠C__img10116.jpg
5554,如图，△ABC中，AB=AC，D在BC上，DF⊥BC交AC于F，若∠AFD=160°，求∠A的度数．__img10117.jpg
5555,⊙O的半径为1，其内接△ABC的边__img10118.jpg，则∠C的度数为_____.
5558,如图，__img10121.jpg与__img10122.jpg关于直线__img10123.jpg对称，则__img10124.jpg的度数为_____.__img10125.jpg
5559,"已知∠AOB,利用尺规作__img10126.jpg,使得__img10127.jpg（要求不写做法，但要保留做图痕迹）__img10128.jpg"
5561,一天，小明拿到批完的作业，他发现一道因式分解的题目老师给他打了一个鲜红的“×”，他百思不得其解.他的过程是这样写的：__img10131.jpg你能帮他分析一下原因吗，并帮他改正错误吗？
5565,如图，△ABC内接于⊙O.若⊙O的半径为6，∠B=60°，求AC的长．__img10136.jpg 
5567,已知在△ABC中，AF=CF，∠AFC=∠ADC=90°，∠BAD=∠CAD，求证AE=2BD．__img10138.jpg
5568,已知半球内有一个内接正方体，求这个半球的体积与正方体的体积之比．
5570,已知代数式x-2y的值是-1，则代数式3-x+2y的值是_____．
5571,已知点__img10140.jpg在反比例函数__img10141.jpg上，当__img10142.jpg时，__img10143.jpg的大小关系是_____.
5573,甲、乙两地相距720km，一列快车和一列慢车都从甲地驶往乙地，慢车先行驶1小时后，快车才开始行驶.已知快车的速度是120km/h，慢车的速度是80km/h，快车到达乙地后，停留了20min，由于有新的任务，于是立即按原速返回甲地.在快车从甲地出发到回到甲地的整个过程中，与慢车相遇了两次，这两次相遇时间间隔是多少？
5574,想要了解某市初中生的视力情况，需要哪些数据？可以采用哪些方式获得这些数据？
5575,如图，图中的四边形均为长方形，请根据图形写出一个正确的等式：_______________________.
5578,（2019福州八下期末）《九章算术》中记载：今有户不知高、广，竿不知长、短，横之不出四尺，从之不出二尺，邪之适出.问户高、广、邪各几何？ 译文是：今有门，不知其高、宽，有竿，不知其长、短.横放，竿比门宽长出4尺；竖放，竿比门高长出2尺；斜放，竿与门对角线恰好相等.问门高、宽、对角线长分别是多少？若设门对角线长为x尺，则可列方程为_____.
5579,小明去离家3千米的电影院看电影，若以正常速度匀速行走，刚好能在放映时到电影院。小明刚要出发，接了同学一个电话，聊了10分钟，他出门后把速度提高了0.2倍，最后准时到达电影院。求小明的正常速度。
5580,单项式2x²y的次数是_____
5581,为检验甲乙丙三厂所生产的乒乓球的质量情况，应怎样设计统计活动？
5582,如图，已知某大桥为斜拉结构，其中绳索AC=AB，测得∠ACD为45°，BD=80m，则AD长为多少．__img10147.jpg
5583,已知__img10148.jpg和__img10149.jpg互为相反数，且x－y＋4的平方根是它本身，求x、y的值.
5585,如图，△ABC是等腰三角形，AB=AC，以AC为直径的⊙O与BC交于点D，DE⊥AB，垂足为点E，ED的延长线与AC的延长线交于点F．__img10151.jpg  ①求证：DE是⊙O的切线；②若⊙O的半径为2，BE=1，求cos∠A的值．
5588,已知|a|＝6，|b|＝3，a·b＝－12，则向量a在向量b方向上的投影是
5589,请写出一个大于3而小于4的无理数：____________.
5590,有关部门从甲、乙两个城市所有的自动售货机中分别随机抽取了16台，记录下3个月间各自的销售情况（单位：元）：甲：18，8，10，43，5，30，10，22，6，27，25，58，14，18，30，41乙：22，31，32，42，20，27，48，23，38，43，12，34，18，10，34，23小强用图1表示甲城市16台自动售货机的销售情况。请你仿照小强的方法在图2中将乙城市16台自动售货机的销售情况表示出来.__img10154.jpg图1__img10155.jpg   图2 
5592,"如果要在一条直线上得到10条不同的线段,那么在这条直线上至少要选用______个不同的点."
5593,角度换算：45.6°=_____°_____′．
5596,请你探究：同一平面内，两条直线相交，有______个交点；同一平面内，三条直线相交，最多有______个交点；同一平面内，n条直线相交，最多有______个交点.
5599,体积为52的圆台，一个底面积是另一个底面积的9倍，那么截得这个圆台的圆锥的体积是________． 
5600,用简便的方法求解方程组__img10165.jpg.
5602,写出一个“系数是-2、次数是3”的单项式_____．
5603,下面是某校的一块长方形的空地，要在这块空地里建一个最大的圆形花坛，它与长方形组合后有两条对称轴。请你按要求画出图形。（4分）__img10170.jpg
5604,（2018福州七下期末）小明用40元钱购买雪糕和矿泉水，已知每瓶矿泉水2元，每支雪糕1.5元，他买了5瓶矿泉水，x支雪糕，则所列关于x的不等式正确的是（　　）A2x+1.5×5＜40  B2x+1.5×5≤40     C2×5+1.5x≥40     D2×5+1.5x≤40
5606,y=1是方程__img10172.jpg的解，则关于x的方程m(x+4)=2(mx+3)的解是______.
5607,__img10173.jpg中，三边长a，b，c均为整数，且满足等式__img10174.jpg.求该三角形的周长．
5609,如图，用8块完全相同的小长方形地砖拼成一个大长方形，则每个小长方形地砖的面积是_______img10177.jpg
5610,（2019福州八下期末）《九章算术》中记载：今有户不知高、广，竿不知长、短，横之不出四尺，从之不出二尺，邪之适出.问户高、广、邪各几何？ 译文是：今有门，不知其高、宽，有竿，不知其长、短.横放，竿比门宽长出4尺；竖放，竿比门高长出2尺；斜放，竿与门对角线恰好相等.问门高、宽、对角线长分别是多少？若设门对角线长为x尺，则可列方程为_____.
5611,已知﹣x+1＞﹣y+1，试比较5x﹣4与5y﹣4的大小．
5613,在一条东西走向的马路上，有少年宫、学校、商场、医院四家公共场所.已知少年宫在学校西边300米处，商场在少年宫西边300米处，医院在商场东边100米处.如果将该公路近似看作一条直线，向东为正方向，1个单位长度表示100米.试在数轴上表示出这四个公共场所的位置，并使得其中两个公共场所所在的位置表示的数互为相反数.
5618,如图，AC，AD是正六边形的两条对角线.在不添加任何其他线段的情况下，请写出两个关于图中角度的正确结论：①_____；②_____.__img10183.jpg 
5623,如图，AC，AD是正六边形的两条对角线.在不添加任何其他线段的情况下，请写出两个关于图中角度的正确结论：①_____；②_____.__img10194.jpg 
5626,解关于x的不等式2x2+ax+2>0
5627,请将下图中的三角形按3：1缩小后画在方格纸上（4分）__img10198.jpg
5628,观察下列各等式：__img10199.jpg根据你发现的规律，猜想：__img10200.jpg
5632,一种商品按成本价提高40%后标价，再打8折销售，售价为240元，设这件商品的成本价为x元，可列方程为______.
5634,右图中，两个小圆的半径分别为1和3，外面一个圆的周长为A，里面两个小圆的周长和为B，请比较A和B的大小。__img10205.jpg
5639,使用简便方法计算：__img10215.jpg=_____．
5640,已知点__img10216.jpg在反比例函数__img10217.jpg上，当__img10218.jpg时，__img10219.jpg的大小关系是_____.
5644,如图，已知点P是射线ON上一动点，∠AON=30°.当∠A=_____°时，△AOP为直角三角形.__img10225.jpg
5647,某鱼塘放鱼苗20万尾，根据经验得知，鱼苗的成活率是96%，过一段时间后，准备打捞出售，第一网捞出35尾，称得平均每尾重2.6kg，第二网捞出40尾，称得平均每尾重 2.4kg ，第二网捞出25尾，称得平均每尾重 2.8kg ，请估计开始捕捞时鱼塘中鱼的总质量．
